,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Airport ID_x,Name_x,City,Country,IATA_x,ICAO_x,source_latitude,source_longitude,Altitude,TimeZone_x,DST_x,Tz Database Time Zone_x,Continent,Airport ID_y,Name_y,Destination City,Destination Country,IATA_y,ICAO_y,destination_latitude,destination_longitude,Destination Altitude,TimeZone_y,DST_y,Tz Database Time Zone_y,Destination Continent,Routes
22186,LA,3200,CLO,2715,UIO,2688,Y,0.0,320,2715.0,Alfonso Bonilla Aragon International Airport,Cali,Colombia,CLO,SKCL,3.54322,-76.3816,3162.0,-5,U,America/Bogota,South America,2688.0,Mariscal Sucre International Airport,Quito,Ecuador,UIO,SEQM,-0.129166667,-78.3575,7841.0,-5,U,America/Guayaquil,South America,9
22188,AA,24,GYE,2673,UIO,2688,Y,0.0,319,2673.0,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,SEGU,-2.15741992,-79.88359833,19.0,-5,U,America/Guayaquil,South America,2688.0,Mariscal Sucre International Airport,Quito,Ecuador,UIO,SEQM,-0.129166667,-78.3575,7841.0,-5,U,America/Guayaquil,South America,6
22190,IB,2822,GYE,2673,UIO,2688,Y,0.0,319,2673.0,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,SEGU,-2.15741992,-79.88359833,19.0,-5,U,America/Guayaquil,South America,2688.0,Mariscal Sucre International Airport,Quito,Ecuador,UIO,SEQM,-0.129166667,-78.3575,7841.0,-5,U,America/Guayaquil,South America,6
22205,LA,3200,MDE,2745,UIO,2688,Y,0.0,320,2745.0,Jose Maria Córdova International Airport,Rio Negro,Colombia,MDE,SKRG,6.16454,-75.4231,6955.0,-5,U,America/Bogota,South America,2688.0,Mariscal Sucre International Airport,Quito,Ecuador,UIO,SEQM,-0.129166667,-78.3575,7841.0,-5,U,America/Guayaquil,South America,4
22228,FL,1316,STL,3678,FLL,3533,Y,0.0,73W,3678.0,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,618.0,-6,A,America/Chicago,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,45
22231,TS,1317,YUL,146,FLL,3533,Y,0.0,310,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,61
22233,AF,137,ATL,3682,FLL,3533,Y,0.0,757 M90,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,599
22234,AZ,596,ATL,3682,FLL,3533,Y,0.0,757,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,599
22237,KL,3090,ATL,3682,FLL,3533,Y,0.0,757 739,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,599
22239,VS,5347,ATL,3682,FLL,3533,Y,0.0,M90 757,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,599
22242,UA,5209,BIM,1937,FLL,3533,Y,0.0,SF3,1937.0,South Bimini Airport,Alice Town,Bahamas,BIM,MYBS,25.69989967,-79.26470184,10.0,-5,U,America/Nassau,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,1
22244,UA,5209,ELH,1943,FLL,3533,Y,0.0,SF3,1943.0,North Eleuthera Airport,North Eleuthera,Bahamas,ELH,MYEH,25.47489929,-76.6835022,13.0,-5,U,America/Nassau,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,3
22246,UA,5209,EYW,3875,FLL,3533,Y,0.0,SF3,3875.0,Key West International Airport,Key West,United States,EYW,KEYW,24.55610085,-81.75959778,3.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,7
22248,UA,5209,FPO,1948,FLL,3533,Y,0.0,SF3,1948.0,Grand Bahama International Airport,Freeport,Bahamas,FPO,MYGF,26.55870056,-78.69560242,7.0,-5,U,America/Nassau,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,4
22251,UA,5209,GGT,1941,FLL,3533,Y,0.0,SF3,1941.0,Exuma International Airport,Great Exuma,Bahamas,GGT,MYEF,23.56259918,-75.87799835,9.0,-5,U,America/Nassau,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,4
22253,UA,5209,GHB,1944,FLL,3533,Y,0.0,SF3,1944.0,Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,MYEM,25.28470039,-76.33100128,26.0,-5,U,America/Nassau,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,1
22257,UA,5209,MCO,3878,FLL,3533,Y,0.0,SF3,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,59
22260,UA,5209,MHH,1930,FLL,3533,Y,0.0,SF3,1930.0,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,MYAM,26.5114,-77.083503,6.0,-5,U,America/Nassau,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,5
22262,UA,5209,TCB,1934,FLL,3533,Y,0.0,SF3,1934.0,Treasure Cay Airport,Treasure Cay,Bahamas,TCB,MYAT,26.74530029,-77.39129639,8.0,-5,U,America/Nassau,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,1
22264,FL,1316,TPA,3646,FLL,3533,Y,0.0,73W,3646.0,Tampa International Airport,Tampa,United States,TPA,KTPA,27.97550011,-82.53320313,26.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,39
22266,UA,5209,TPA,3646,FLL,3533,Y,0.0,SF3,3646.0,Tampa International Airport,Tampa,United States,TPA,KTPA,27.97550011,-82.53320313,26.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,39
22315,FL,1316,MSY,3861,FLL,3533,Y,0.0,73W 73C,3861.0,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,KMSY,29.99340057,-90.25800323,4.0,-6,A,America/Chicago,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,75
22318,FL,1316,ALB,3864,FLL,3533,Y,0.0,73W,3864.0,Albany International Airport,Albany,United States,ALB,KALB,42.74829865,-73.80169678,285.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,16
22324,FL,1316,SJU,2890,FLL,3533,Y,0.0,73W,2890.0,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,TJSJ,18.43939972,-66.00180054,9.0,-4,U,America/Puerto_Rico,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,11
22332,DL,2009,YYZ,193,FLL,3533,Y,0.0,73H 73W,193.0,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.67720032,-79.63059998,569.0,-5,A,America/Toronto,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,97
22333,TS,1317,YYZ,193,FLL,3533,Y,0.0,738,193.0,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.67720032,-79.63059998,569.0,-5,A,America/Toronto,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,97
22336,FL,1316,PHL,3752,FLL,3533,Y,0.0,73W,3752.0,Philadelphia International Airport,Philadelphia,United States,PHL,KPHL,39.87189865,-75.2410965,36.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,82
22345,FL,1316,BUF,3820,FLL,3533,Y,0.0,73W,3820.0,Buffalo Niagara International Airport,Buffalo,United States,BUF,KBUF,42.94049835,-78.73220062,728.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,17
22363,FL,1316,ISP,3857,FLL,3533,Y,0.0,73W,3857.0,Long Island Mac Arthur Airport,Islip,United States,ISP,KISP,40.79520035,-73.10019684,99.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,8
22369,FL,1316,MKE,3717,FLL,3533,Y,0.0,73W,3717.0,General Mitchell International Airport,Milwaukee,United States,MKE,KMKE,42.94720078,-87.89659882,723.0,-6,A,America/Chicago,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,35
22375,FL,1316,PHX,3462,FLL,3533,Y,0.0,73W,3462.0,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.43429947,-112.012001,1135.0,-7,N,America/Phoenix,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,56
22382,DL,2009,RDU,3626,FLL,3533,Y,0.0,CR9,3626.0,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.87760162,-78.78749847,435.0,-5,A,America/New_York,North America,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,30
22412,AA,24,ORD,3830,ATL,3682,Y,0.0,E75 CR7,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22413,AF,137,ORD,3830,ATL,3682,Y,0.0,717 M88,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22414,AZ,596,ORD,3830,ATL,3682,Y,0.0,M88,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22415,BA,1355,ORD,3830,ATL,3682,Y,0.0,E75 CR7 74N,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22416,CX,1680,ORD,3830,ATL,3682,Y,0.0,CR7,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22418,EI,837,ORD,3830,ATL,3682,Y,0.0,CR7 E70,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22419,EY,2222,ORD,3830,ATL,3682,Y,0.0,E75,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22420,IB,2822,ORD,3830,ATL,3682,Y,0.0,CR7,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22421,JL,2987,ORD,3830,ATL,3682,Y,0.0,E75,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22422,KL,3090,ORD,3830,ATL,3682,Y,0.0,717 M88 319,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22423,LH,3320,ORD,3830,ATL,3682,Y,0.0,CR7 E70,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22424,MH,3378,ORD,3830,ATL,3682,Y,0.0,E75 CR7,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22425,NH,324,ORD,3830,ATL,3682,Y,0.0,CR7,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22426,OZ,28,ORD,3830,ATL,3682,Y,0.0,E70 CR7,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22427,QF,4089,ORD,3830,ATL,3682,Y,0.0,E75 CR7,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22428,QR,4091,ORD,3830,ATL,3682,Y,0.0,CR7,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22429,UA,5209,ORD,3830,ATL,3682,Y,0.0,CR7 E70,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22430,US,5265,ORD,3830,ATL,3682,Y,0.0,E75 CR7,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22431,VS,5347,ORD,3830,ATL,3682,Y,0.0,717 M88 319,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,242
22432,AF,137,STL,3678,ATL,3682,Y,0.0,M90 717 M88,3678.0,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,618.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,45
22433,AM,321,STL,3678,ATL,3682,Y,0.0,717 M90 M88,3678.0,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,618.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,45
22434,AZ,596,STL,3678,ATL,3682,Y,0.0,M90 M88,3678.0,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,618.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,45
22437,KL,3090,STL,3678,ATL,3682,Y,0.0,M90 M88 319,3678.0,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,618.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,45
22438,VS,5347,STL,3678,ATL,3682,Y,0.0,M90 717 M88 319,3678.0,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,618.0,-6,A,America/Chicago,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,45
22441,AF,137,YUL,146,ATL,3682,Y,0.0,CR9,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,61
22442,AM,321,YUL,146,ATL,3682,Y,0.0,CR9 CR7,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,61
22443,DL,2009,YUL,146,ATL,3682,Y,0.0,CR9 CR7,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,61
22450,AF,137,EYW,3875,ATL,3682,Y,0.0,73W,3875.0,Key West International Airport,Key West,United States,EYW,KEYW,24.55610085,-81.75959778,3.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,7
22452,KL,3090,EYW,3875,ATL,3682,Y,0.0,73W,3875.0,Key West International Airport,Key West,United States,EYW,KEYW,24.55610085,-81.75959778,3.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,7
22453,AF,137,FLL,3533,ATL,3682,Y,0.0,757 M90,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,26
22454,AZ,596,FLL,3533,ATL,3682,Y,0.0,757,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,26
22457,KL,3090,FLL,3533,ATL,3682,Y,0.0,757,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,26
22459,VS,5347,FLL,3533,ATL,3682,Y,0.0,757 M90,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,26
22462,DL,2009,GGT,1941,ATL,3682,Y,0.0,CR9,1941.0,Exuma International Airport,Great Exuma,Bahamas,GGT,MYEF,23.56259918,-75.87799835,9.0,-5,U,America/Nassau,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,4
22463,AF,137,GNV,3472,ATL,3682,Y,0.0,CR9 CR7,3472.0,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.69009972,-82.27179718,152.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,6
22464,AZ,596,GNV,3472,ATL,3682,Y,0.0,CR9 CR7,3472.0,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.69009972,-82.27179718,152.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,6
22466,KL,3090,GNV,3472,ATL,3682,Y,0.0,CR9 CR7,3472.0,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.69009972,-82.27179718,152.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,6
22467,AF,137,JAX,3712,ATL,3682,Y,0.0,757,3712.0,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49410057,-81.68789673,30.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,21
22468,AM,321,JAX,3712,ATL,3682,Y,0.0,757 M90 738,3712.0,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49410057,-81.68789673,30.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,21
22469,AS,439,JAX,3712,ATL,3682,Y,0.0,757 739 M90 738,3712.0,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49410057,-81.68789673,30.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,21
22470,AZ,596,JAX,3712,ATL,3682,Y,0.0,757,3712.0,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49410057,-81.68789673,30.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,21
22473,KL,3090,JAX,3712,ATL,3682,Y,0.0,757,3712.0,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49410057,-81.68789673,30.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,21
22474,VS,5347,JAX,3712,ATL,3682,Y,0.0,757 739,3712.0,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49410057,-81.68789673,30.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,21
22478,AF,137,MCO,3878,ATL,3682,Y,0.0,757 M88,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,59
22479,AM,321,MCO,3878,ATL,3682,Y,0.0,757 753 763,3878.0,Orlando International Airport,Orlando,United States,MCO,KMCO,28.42939949,-81.30899811,96.0,-5,A,America/New_York,North America,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,59
