,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Airport ID_x,Name_x,City,Country,IATA_x,ICAO_x,source_latitude,source_longitude,Altitude,TimeZone_x,DST_x,Tz Database Time Zone_x,Continent,Airport ID_y,Name_y,Destination City,Destination Country,IATA_y,ICAO_y,destination_latitude,destination_longitude,Destination Altitude,TimeZone_y,DST_y,Tz Database Time Zone_y,Destination Continent,Routes
88,LH,3320,MUC,346,KIV,1735,Y,0.0,E95,346.0,Munich Airport,Munich,Germany,MUC,EDDM,48.353802,11.7861,1487.0,1,E,Europe/Berlin,Europe,1735.0,Chi?in?u International Airport,Chisinau,Moldova,KIV,LUKK,46.92770004,28.93099976,399.0,2,E,Europe/Chisinau,Europe,84
103,OS,491,VIE,1613,KIV,1735,Y,0.0,100 DH4 F70,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,1735.0,Chi?in?u International Airport,Chisinau,Moldova,KIV,LUKK,46.92770004,28.93099976,399.0,2,E,Europe/Chisinau,Europe,127
119,UN,5067,DME,4029,MSQ,2954,Y,0.0,735,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,2954.0,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88249969,28.03070068,670.0,3,E,Europe/Minsk,Europe,19
123,S7,4329,LED,2948,MSQ,2954,Y,0.0,CRJ 735,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,2954.0,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88249969,28.03070068,670.0,3,E,Europe/Minsk,Europe,9
124,UN,5067,LED,2948,MSQ,2954,Y,0.0,735,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,2954.0,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88249969,28.03070068,670.0,3,E,Europe/Minsk,Europe,9
137,LH,3320,FRA,340,MSQ,2954,Y,0.0,E90,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe,2954.0,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88249969,28.03070068,670.0,3,E,Europe/Minsk,Europe,90
139,AY,2350,HEL,421,MSQ,2954,Y,0.0,CR2 733,421.0,Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.31719971,24.9633007,179.0,2,E,Europe/Helsinki,Europe,2954.0,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88249969,28.03070068,670.0,3,E,Europe/Minsk,Europe,48
144,OK,1946,PRG,1587,MSQ,2954,Y,0.0,E75 E95 733,1587.0,Václav Havel Airport Prague,Prague,Slovenia,PRG,LKPR,50.1008,14.26,1247.0,1,E,Europe/Prague,Europe,2954.0,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88249969,28.03070068,670.0,3,E,Europe/Minsk,Europe,16
145,B2,1478,VIE,1613,MSQ,2954,Y,0.0,F70,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,2954.0,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88249969,28.03070068,670.0,3,E,Europe/Minsk,Europe,127
146,OS,491,VIE,1613,MSQ,2954,Y,0.0,100 F70 320 319 321,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,2954.0,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88249969,28.03070068,670.0,3,E,Europe/Minsk,Europe,127
189,MH,3378,KUL,3304,TAS,2983,Y,0.0,764,3304.0,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,KUL,WMKK,2.745579958,101.7099991,69.0,8,N,Asia/Kuala_Lumpur,Asia,2983.0,Tashkent International Airport,Tashkent,Uzbekistan,TAS,UTTT,41.25790024,69.28119659,1417.0,5,U,Asia/Samarkand,Asia,21
191,MH,3378,SIN,3316,TAS,2983,Y,0.0,752,3316.0,Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003,22.0,8,N,Asia/Singapore,Asia,2983.0,Tashkent International Airport,Tashkent,Uzbekistan,TAS,UTTT,41.25790024,69.28119659,1417.0,5,U,Asia/Samarkand,Asia,77
251,TK,4951,SAW,4317,TZX,1726,Y,0.0,738,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,1726.0,Trabzon International Airport,Trabzon,Turkey,TZX,LTCG,40.99509811,39.78969955,104.0,3,E,Europe/Istanbul,Asia,13
258,TK,4951,ESB,1682,TZX,1726,Y,0.0,738,1682.0,Esenbo?a International Airport,Ankara,Turkey,ESB,LTAC,40.12810135,32.99509811,3125.0,3,E,Europe/Istanbul,Asia,1726.0,Trabzon International Airport,Trabzon,Turkey,TZX,LTCG,40.99509811,39.78969955,104.0,3,E,Europe/Istanbul,Asia,27
330,OS,491,VIE,1613,KRR,2960,Y,0.0,100 F70 319,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,2960.0,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,KRR,URKK,45.03469849,39.17050171,118.0,3,N,Europe/Moscow,Europe,127
378,S7,4329,NJC,2972,DME,4029,Y,0.0,319,2972.0,Nizhnevartovsk Airport,Nizhnevartovsk,Russia,NJC,USNN,60.94929886,76.4835968,177.0,5,N,Asia/Yekaterinburg,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,1
392,S7,4329,HTA,2935,DME,4029,Y,0.0,738,2935.0,Chita-Kadala Airport,Chita,Russia,HTA,UIAA,52.026299,113.306,2272.0,9,N,Asia/Yakutsk,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,1
397,S7,4329,YKS,2923,DME,4029,Y,0.0,738,2923.0,Yakutsk Airport,Yakutsk,Russia,YKS,UEEE,62.09329987,129.7709961,325.0,9,N,Asia/Yakutsk,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,2
404,IB,2822,BCN,1218,DME,4029,Y,0.0,320,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,94
421,S7,4329,DUS,345,DME,4029,Y,0.0,738,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,45
429,IB,2822,PMI,3998,DME,4029,Y,0.0,320,3998.0,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,LEPA,39.55170059,2.738810062,27.0,1,E,Europe/Madrid,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,29
447,S7,4329,TIV,1743,DME,4029,Y,0.0,738,1743.0,Tivat Airport,Tivat,Montenegro,TIV,LYTV,42.40470123,18.72330093,20.0,1,E,Europe/Podgorica,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,1
468,IB,2822,AGP,1230,DME,4029,Y,0.0,320,1230.0,Málaga Airport,Malaga,Spain,AGP,LEMG,36.67490005,-4.499110222,53.0,1,E,Europe/Madrid,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,30
476,AB,214,FRA,340,DME,4029,Y,0.0,319,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,90
487,S7,4329,LIS,1638,DME,4029,Y,0.0,320,1638.0,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,LPPT,38.7813,-9.13592,374.0,0,E,Europe/Lisbon,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,58
494,S7,4329,PUY,1203,DME,4029,Y,0.0,320 738,1203.0,Pula Airport,Pula,Croatia,PUY,LDPL,44.89350128,13.9222002,274.0,1,E,Europe/Zagreb,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,1
503,OS,491,VIE,1613,DME,4029,Y,0.0,320,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,127
505,UA,5209,VIE,1613,DME,4029,Y,0.0,320,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,127
506,UN,5067,VIE,1613,DME,4029,Y,0.0,32S,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,127
507,S7,4329,VRN,1550,DME,4029,Y,0.0,320 738,1550.0,Verona Villafranca Airport,Villafranca,Italy,VRN,LIPX,45.395699,10.8885,239.0,1,E,Europe/Rome,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,6
560,PS,5282,ODS,2947,DME,4029,Y,0.0,319,2947.0,Odessa International Airport,Odessa,Ukraine,ODS,UKOO,46.42679977,30.67650032,172.0,2,E,Europe/Kiev,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,3
577,IB,2822,ALC,1212,DME,4029,Y,0.0,320,1212.0,Alicante International Airport,Alicante,Spain,ALC,LEAL,38.28219986,-0.558156013,142.0,1,E,Europe/Madrid,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,14
590,UN,5067,MSQ,2954,DME,4029,Y,0.0,735,2954.0,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88249969,28.03070068,670.0,3,E,Europe/Minsk,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,8
643,Z6,16120,DNK,2941,DME,4029,Y,0.0,ER4,2941.0,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,DNK,UKDD,48.35720062,35.1006012,481.0,2,E,Europe/Kiev,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,4
654,S7,4329,NSK,4352,DME,4029,Y,0.0,738,4352.0,Norilsk-Alykel Airport,Norilsk,Russia,NSK,UOOO,69.31109619,87.3321991,574.0,7,N,Asia/Krasnoyarsk,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,1
672,Z6,16120,UKS,7863,DME,4029,Y,0.0,ER4,7863.0,Belbek Airport,Sevastopol,Ukraine,UKS,UKFB,44.68899918,33.57099915,344.0,3,U,Europe/Simferopol,Europe,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,2
706,TG,4940,BKK,3885,IST,1701,Y,0.0,77W 330,3885.0,Suvarnabhumi Airport,Bangkok,Thailand,BKK,VTBS,13.68109989,100.7470016,5.0,7,U,Asia/Bangkok,Asia,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia,58
709,NH,324,KIX,3992,IST,1701,Y,0.0,332,3992.0,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.4272995,135.2440033,26.0,9,U,Asia/Tokyo,Asia,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia,29
713,GA,2520,SIN,3316,IST,1701,Y,0.0,330,3316.0,Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003,22.0,8,N,Asia/Singapore,Asia,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia,77
755,QF,4089,DXB,2188,IST,1701,Y,0.0,77W,2188.0,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62.0,4,U,Asia/Dubai,Asia,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia,17
765,AI,218,DEL,3093,IST,1701,Y,0.0,330,3093.0,Indira Gandhi International Airport,Delhi,India,DEL,VIDP,28.5665,77.103104,777.0,5.5,N,Asia/Calcutta,Asia,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia,48
830,NH,324,NRT,2279,IST,1701,Y,0.0,77W 332,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia,37
834,AI,218,BOM,2997,IST,1701,Y,0.0,330,2997.0,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,VABB,19.08869934,72.86789703,39.0,5.5,N,Asia/Calcutta,Asia,13696.0,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.275278,28.751944,325.0,3,E,\N,Asia,43
1066,IB,2822,BCN,1218,LED,2948,Y,0.0,320,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,94
1078,SU,130,AMS,580,LED,2948,Y,0.0,737,580.0,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11.0,1,E,Europe/Amsterdam,Europe,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,95
1113,AY,2350,HEL,421,LED,2948,Y,0.0,ATR,421.0,Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.31719971,24.9633007,179.0,2,E,Europe/Helsinki,Europe,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,48
1130,AZ,596,VCE,1551,LED,2948,Y,0.0,320,1551.0,Venice Marco Polo Airport,Venice,Italy,VCE,LIPZ,45.505299,12.3519,7.0,1,E,Europe/Rome,Europe,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,23
1131,OS,491,VIE,1613,LED,2948,Y,0.0,100 F70,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,127
1133,UA,5209,VIE,1613,LED,2948,Y,0.0,100 F70,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,127
1187,S7,4329,MSQ,2954,LED,2948,Y,0.0,CRJ 735,2954.0,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88249969,28.03070068,670.0,3,E,Europe/Minsk,Europe,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,8
1188,UN,5067,MSQ,2954,LED,2948,Y,0.0,735,2954.0,Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,53.88249969,28.03070068,670.0,3,E,Europe/Minsk,Europe,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,8
1209,SU,130,KLV,1579,LED,2948,Y,0.0,320,1579.0,Karlovy Vary International Airport,Karlovy Vary,Slovenia,KLV,LKKV,50.20299911,12.91499996,1989.0,1,E,Europe/Prague,Europe,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,1
1257,SK,4319,OSL,644,SVO,2985,Y,0.0,320,644.0,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.121,11.0502,681.0,1,E,Europe/Oslo,Europe,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe,18
1269,SU,130,TXL,351,SVO,2985,Y,0.0,737,351.0,Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,52.5597,13.2877,122.0,1,E,Europe/Berlin,Europe,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe,43
1272,AZ,596,BLQ,1538,SVO,2985,Y,0.0,320,1538.0,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.5354,11.2887,123.0,1,E,Europe/Rome,Europe,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe,13
1310,UX,90,AGP,1230,SVO,2985,Y,0.0,32S,1230.0,Málaga Airport,Malaga,Spain,AGP,LEMG,36.67490005,-4.499110222,53.0,1,E,Europe/Madrid,Europe,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe,30
1330,UX,90,MAD,1229,SVO,2985,Y,0.0,32S,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe,69
1335,AZ,596,PMO,1512,SVO,2985,Y,0.0,320,1512.0,FalconeBorsellino Airport,Palermo,Italy,PMO,LICJ,38.175999,13.091,65.0,1,E,Europe/Rome,Europe,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe,13
1339,AZ,596,PSA,1562,SVO,2985,Y,0.0,320,1562.0,Pisa International Airport,Pisa,Italy,PSA,LIRP,43.683899,10.3927,6.0,1,E,Europe/Rome,Europe,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe,8
1343,AZ,596,VCE,1551,SVO,2985,Y,0.0,321 320,1551.0,Venice Marco Polo Airport,Venice,Italy,VCE,LIPZ,45.505299,12.3519,7.0,1,E,Europe/Rome,Europe,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe,23
1352,SU,130,ARH,4362,SVO,2985,Y,0.0,735,4362.0,Talagi Airport,Arkhangelsk,Russia,ARH,ULAA,64.60030365,40.71670151,62.0,3,N,Europe/Moscow,Europe,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe,4
1354,SU,130,MMK,2949,SVO,2985,Y,0.0,735,2949.0,Murmansk Airport,Murmansk,Russia,MMK,ULMM,68.78170013,32.75080109,266.0,3,N,Europe/Moscow,Europe,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe,3
1356,SU,130,SCW,2989,SVO,2985,Y,0.0,735,2989.0,Syktyvkar Airport,Syktyvkar,Russia,SCW,UUYY,61.64699936,50.8451004,342.0,3,N,Europe/Moscow,Europe,2985.0,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622.0,3,N,Europe/Moscow,Europe,1
1601,VS,5347,LHR,507,VKO,2988,Y,0.0,73H 73G 738,507.0,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83.0,0,E,Europe/London,Europe,2988.0,Vnukovo International Airport,Moscow,Russia,VKO,UUWW,55.59149933,37.26150131,685.0,3,N,Europe/Moscow,Europe,94
1605,OS,491,VIE,1613,VKO,2988,Y,0.0,735,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,2988.0,Vnukovo International Airport,Moscow,Russia,VKO,UUWW,55.59149933,37.26150131,685.0,3,N,Europe/Moscow,Europe,127
1814,TK,4951,ADA,1685,SAW,4317,Y,0.0,738,1685.0,Adana Airport,Adana,Turkey,ADA,LTAF,36.98220062,35.28039932,65.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,2
1821,TK,4951,DIY,1722,SAW,4317,Y,0.0,738,1722.0,Diyarbakir Airport,Diyabakir,Turkey,DIY,LTCC,37.89390183,40.20100021,2251.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,2
1826,TK,4951,ERZ,1724,SAW,4317,Y,0.0,73W 738,1724.0,Erzurum International Airport,Erzurum,Turkey,ERZ,LTCE,39.95650101,41.17020035,5763.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,2
1828,TK,4951,EZS,1721,SAW,4317,Y,0.0,73W,1721.0,Elaz?? Airport,Elazig,Turkey,EZS,LTCA,38.60689926,39.29140091,2927.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,2
1832,TK,4951,GZT,1689,SAW,4317,Y,0.0,73G,1689.0,Gaziantep International Airport,Gaziantep,Turkey,GZT,LTAJ,36.94720078,37.47869873,2315.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,2
1835,TK,4951,TZX,1726,SAW,4317,Y,0.0,738,1726.0,Trabzon International Airport,Trabzon,Turkey,TZX,LTCG,40.99509811,39.78969955,104.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,2
1864,TK,4951,ASR,1696,SAW,4317,Y,0.0,73W,1696.0,Kayseri Erkilet Airport,Kayseri,Turkey,ASR,LTAU,38.770401,35.49539948,3463.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,1
1870,TK,4951,HTY,7453,SAW,4317,Y,0.0,73W,7453.0,Hatay Airport,Hatay,Turkey,HTY,LTDA,36.36277771,36.28222275,269.0,3,U,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,2
1873,TK,4951,KYA,1691,SAW,4317,Y,0.0,73W,1691.0,Konya Airport,Konya,Turkey,KYA,LTAN,37.979,32.561901,3392.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,1
1875,TK,4951,MQM,6753,SAW,4317,Y,0.0,738,6753.0,Mardin Airport,Mardin,Turkey,MQM,LTCR,37.22330093,40.63169861,1729.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,2
1880,TK,4951,VAN,1728,SAW,4317,Y,0.0,738,1728.0,Van Ferit Melen Airport,Van,Turkey,VAN,LTCI,38.46820068,43.33229828,5480.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,2
1882,TK,4951,VAS,1694,SAW,4317,Y,0.0,738,1694.0,Sivas Nuri Demira? Airport,Sivas,Turkey,VAS,LTAR,39.813801,36.9035,5239.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,1
1884,TK,4951,KSY,5796,SAW,4317,Y,0.0,738,5796.0,Kars Airport,Kars,Turkey,KSY,LTCF,40.56219864,43.11500168,5889.0,3,E,Europe/Istanbul,Asia,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,2
1911,S7,4329,YKS,2923,OVB,4078,Y,0.0,738,2923.0,Yakutsk Airport,Yakutsk,Russia,YKS,UEEE,62.09329987,129.7709961,325.0,9,N,Asia/Yakutsk,Europe,4078.0,Tolmachevo Airport,Novosibirsk,Russia,OVB,UNNT,55.01259995,82.65070343,365.0,7,N,Asia/Krasnoyarsk,Europe,2
1917,S7,4329,MUC,346,OVB,4078,Y,0.0,738,346.0,Munich Airport,Munich,Germany,MUC,EDDM,48.353802,11.7861,1487.0,1,E,Europe/Berlin,Europe,4078.0,Tolmachevo Airport,Novosibirsk,Russia,OVB,UNNT,55.01259995,82.65070343,365.0,7,N,Asia/Krasnoyarsk,Europe,84
